scientific_name,latitude,longitude,timestamp_occ,timestamp_round,lat_round,lon_round,timestamp_ocean
Astronesthes indopacificus,13.03,65.53,2016-02-12,2016-02-12,13.03,65.53,
Astronesthes indopacificus,15.97,65.5,2016-02-10,2016-02-10,15.97,65.5,
Astronesthes formosanus,5.14,69.06,2015-09-12,2015-09-12,5.14,69.06,
Astronesthes formosanus,-0.79,67.98,2015-09-13,2015-09-13,-0.79,67.98,
Lophiodes mutilus,9.570833333,75.90222222,2018-03-03,2018-03-03,9.57,75.9,
Lophoides lugubris,9.570833333,75.90222222,2018-03-03,2018-03-03,9.57,75.9,
Halieutaea coccinea,9.570833333,75.90222222,2018-03-03,2018-03-03,9.57,75.9,
Chaunax multilepis,9.55,75.91,2015-10-02,2015-10-02,9.55,75.91,
Lophiomus setigerus,9.998916667,75.60143333,2011-08-10,2011-08-10,10.0,75.6,
Scalicus serrulates,9.660833333,92.92194444,2016-04-06,2016-04-06,9.66,92.92,
Satyrichthys laticeps,9.998916667,75.60143333,2011-10-08,2011-10-08,10.0,75.6,
Chaunax apus,17.02933333,83.26283333,2010-09-02,2010-09-02,17.03,83.26,
Coelophrys micropa,8.29,76.21,2013-07-14,2013-07-14,8.29,76.21,
Chaunax apus,6.638333333,93.68466667,2010-09-24,2010-09-24,6.64,93.68,
Chaunax apus,17.16116667,83.431,2010-09-20,2010-09-20,17.16,83.43,
Chaunax multilepis,11.99091667,74.42656667,2011-08-08,2011-08-08,11.99,74.43,
Lophoides lugubris,13.03,93.1,2010-09-16,2010-09-16,13.03,93.1,
Satyrichthys milleri,13.03,93.1,2010-09-16,2010-09-16,13.03,93.1,
Chaunax multilepis,12.81066667,93.08416667,2010-09-17,2010-09-17,12.81,93.08,
Halieutaea coccinea,13.31888889,93.18888889,2015-01-18,2015-01-18,13.32,93.19,
Malthopsis lutea,13.31888889,93.18888889,2015-01-18,2015-01-18,13.32,93.19,
Satyrichthys milleri,13.22,93.18,2011-11-27,2011-11-27,13.22,93.18,
Halieutaea coccinea,6.829166667,93.75666667,2015-02-01,2015-02-01,6.83,93.76,
Bathysphyraenops radhae,-4.5,60.76,2015-10-10,2015-10-10,-4.5,60.76,
Pseudohowella sp.,5.12,69.07,2015-09-11,2015-09-11,5.12,69.07,
Bathysphyraenops radhae,-0.83,67.94,2015-09-14,2015-09-14,-0.83,67.94,
Howella brodiei,-4.5,60.76,2015-10-10,2015-10-10,-4.5,60.76,
Howella brodiei,-0.83,67.94,2015-09-14,2015-09-14,-0.83,67.94,
Howella brodiei,-3.86,66.51,2015-09-16,2015-09-16,-3.86,66.51,
Bathysphyraenops sp.,11.8,73.65,2013-10-13,2013-10-13,11.8,73.65,
Bathysphyraenops sp.,9.72,75.52,2015-08-01,2015-08-01,9.72,75.52,
Bathophilus novicki,15.97,65.5,2016-02-10,2016-02-10,15.97,65.5,
Bathophilus novicki,21.76,66.5,2016-01-25,2016-01-25,21.76,66.5,
Bathophilus proximus,15.97,65.5,2016-02-10,2016-02-10,15.97,65.5,
Bathophilus proximus,21.76,66.5,2016-01-25,2016-01-25,21.76,66.5,
Bathophilus cwyanorum,21.76,66.5,2016-01-25,2016-01-25,21.76,66.5,
Bathophilus digitatus,21.76,66.5,2016-01-25,2016-01-25,21.76,66.5,
Bathophilus altipinnis,8.09,76.36,2013-10-07,2013-10-07,8.09,76.36,
Bathophilus altipinnis,10.4,73.3,2013-10-12,2013-10-12,10.4,73.3,
Astronesthes formosanus,8.34,72.91,2015-09-08,2015-09-08,8.34,72.91,
Photonectes barnetti,8.29,76.21,2013-07-14,2013-07-14,8.29,76.21,
Borostomias elucens,16.26,73.26,2010-10-15,2010-10-15,16.26,73.26,
Himantolophus kalami,13.26,93.26,2017-11-26,2017-11-26,13.26,93.26,
Chauliodus pammelas,8.3479,72.91483333,2015-09-08,2015-09-08,8.35,72.91,
Chauliodus pammelas,8.982866667,73.06236667,2015-09-07,2015-09-07,8.98,73.06,
Chauliodus pammelas,11.31366667,72.90923333,2013-10-11,2013-10-11,11.31,72.91,
Chauliodus pammelas,8.29,93.32,2017-11-15,2017-11-15,8.29,93.32,
Chauliodus pammelas,8.321,76.17,2017-10-24,2017-10-24,8.32,76.17,
Chauliodus sloani,-15.46681667,56.76911667,2015-10-04,2015-10-04,-15.47,56.77,
Chauliodus sloani,-5.446966667,65.9638,2015-09-17,2015-09-17,-5.45,65.96,
Astronesthes martensii,12.82,93.213,2010-09-17,2010-09-17,12.82,93.21,
Astronesthes martensii,12.78,93.08,2010-09-17,2010-09-17,12.78,93.08,
Astronesthes martensii,9.172933333,75.80181667,2013-10-08,2013-10-08,9.17,75.8,
Astronesthes martensii,9.39,75.91,2018-03-03,2018-03-03,9.39,75.91,
Astronesthes martensii,11.87,92.1,2017-11-28,2017-11-28,11.87,92.1,
Astronesthes indicus,8.722166667,75.96463333,2013-10-06,2013-10-06,8.72,75.96,
Astronesthes indicus,11.31366667,72.90923333,2013-10-11,2013-10-11,11.31,72.91,
Astronesthes indicus,-3.880916667,66.46091667,2015-09-16,2015-09-16,-3.88,66.46,
Astronesthes quasiindicus,-5.446966667,65.9638,2015-09-17,2015-09-17,-5.45,65.96,
Triplophos hemingi,11.14,92.32,2010-09-19,2010-09-19,11.14,92.32,
Scalicus orientalis,7.75,93.21,2011-12-13,2011-12-13,7.75,93.21,
Halieutopsis stellifera,7.53,93.65,2011-12-11,2011-12-11,7.53,93.65,
Grammatostomias dentatus,7.99,76.45,2013-12-10,2013-12-10,7.99,76.45,
Jorunna funebris,7.19,77.5,2015-05-30,2015-05-30,7.19,77.5,
Richtersia bathyalis,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Richtersia,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Spinonema gracilispiculum,8.28,76.24,2007-05-19,2007-05-19,8.28,76.24,
Spinonema absente,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Prochaetosoma dokdoense,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Draconema japonicum,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Desmodora masira,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Latronema whataiai,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Rhips,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Trochamus bulbosa,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Tricoma brevirostris,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Halanonchus,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Paramicrolaimus spirulifer,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Bathynox clavata,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Aponema decraemerae,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Pselionema simplex,8.33683,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Paramicrolaimus damodarani,11.75,74.7,2012-02-11,2012-02-11,11.75,74.7,
Scaptrella filicaudata,6.96,77.38,2004-05-14,2004-05-14,6.96,77.38,
Psammonema kuriani,15.54,73.1,2003-12-03,2003-12-03,15.54,73.1,
Chromadorella,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Paracyatholaimus,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Marylynnia,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Acantholaimus vermeuleni,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Viscosia,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Bathynox clavata,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Parabostrichus bathyalis,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Eubostrichus africanus,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Ceramonema,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Spirinia parasitifera,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Pselionema annulatum,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Morlaixia contusa,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Metadasynemella,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Rhynchonema hirsutum,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Polysigma,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Halalaimus abyssus,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Eudraconema,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Bolbolaimus,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Prochaetosoma dokdoense,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Molgolaimus abyssorum,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Siphonolaimus cobbi,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Paralongicyatholaimus,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Laimella longicauda,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Aponema decraemerae,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Desmodorella tenuispiculum,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Choanolaimus psammophilus,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Draconema Japonicum,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Innocuonema,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Endeolophos,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Microlaimus,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Microlaimus discolensis,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Synonchiella,15.25,72.48,,,15.25,72.48,
Paramicrolaimus damodarani,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Aponema abyssalis,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Gomphionema,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Phanoderma,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Desmolaimus greenpatchi,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Spinonema absente,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Croconema,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Syringolaimus annae,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Diplopeltoides linkei,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Trochamus bulbosa,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Metacomesoma,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Halalaimus,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Desmolaimus,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Sabatieria alata,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Dorylaimopsis,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Thalassolaimus,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Leptolaimus,8.336833333,73.09016667,2014-10-16,2014-10-16,8.34,73.09,
Polycheles typhlops,12.83,93.21,2010-09-17,2010-09-17,12.83,93.21,
Polycheles typhlops,8.36,76.17,2010-10-12,2010-10-12,8.36,76.17,
Polycheles typhlops,11.35,92.39,2015-01-11,2015-01-11,11.35,92.39,
Polycheles typhlops,13.03,92.17,2015-01-18,2015-01-18,13.03,92.17,
Polycheles typhlops,8.28,76.52,2017-10-26,2017-10-26,8.28,76.52,
Polycheles typhlops,8.24,76.49,2020-02-29,2020-02-29,8.24,76.49,
Stereomastis phosphorus,11.01,80.3,2010-08-26,2010-08-26,11.01,80.3,
Stereomastis phosphorus,14.26,73.26,2010-10-15,2010-10-15,14.26,73.26,
Stereomastis phosphorus,8.29,76.21,2013-07-14,2013-07-14,8.29,76.21,
Stereomastis phosphorus,11.36,92.79,2015-01-16,2015-01-16,11.36,92.79,
Stereomastis phosphorus,11.38,92.78,2015-01-16,2015-01-16,11.38,92.78,
Stereomastis phosphorus,13.27,93.26,2017-11-26,2017-11-26,13.27,93.26,
Stereomastis phosphorus,14.37,73.03,2018-04-09,2018-04-09,14.37,73.03,
Stereomastis phosphorus,8.24,76.49,2020-02-29,2020-02-29,8.24,76.49,
Stereomastis sculpta,8.29,76.21,2013-07-14,2013-07-14,8.29,76.21,
Stereomastis sculpta,8.01,76.43,2013-12-10,2013-12-10,8.01,76.43,
Stereomastis sculpta,8.08,76.12,2017-10-24,2017-10-24,8.08,76.12,
Polychelidae,11.38,92.78,2015-01-16,2015-01-16,11.38,92.78,
Pettibonella shompens,9.3,92.7,2009-01-09,2009-01-09,9.3,92.7,
Pettibonella shompens,9.28,92.7,2011-12-06,2011-12-06,9.28,92.7,
Armandia sampadae,11.47,92.72,2011-10-03,2011-10-03,11.47,92.72,
Armandia sampadae,13.52,92.78,2011-10-03,2011-10-03,13.52,92.78,
Piromis bifidus,17.12,83.36,2015-12-18,2015-12-18,17.12,83.36,
Leodamas latum,17.12,83.36,2015-12-18,2015-12-18,17.12,83.36,
Pisione africana,6.46,93.81,2011-12-10,2011-12-10,6.46,93.81,
Trichobranchus glacialis,13.41,93.15,2011-11-26,2011-11-26,13.41,93.15,
Magelona crenulifrons,13.42,93.17,2011-11-26,2011-11-26,13.42,93.17,
Micropodarke dubia,10.68,92.68,2011-11-21,2011-11-21,10.68,92.68,
Psamathe fusca,10.68,92.68,2011-11-21,2011-11-21,10.68,92.68,
Paraprionospio pinnata,12.93,93.01,2011-11-28,2011-11-28,12.93,93.01,
Jasmineira elegans,6.51,93.8,2011-12-10,2011-12-10,6.51,93.8,
Magelona papillicornis,13.42,93.17,2011-11-26,2011-11-26,13.42,93.17,
Schistomeringos rudolphi,13.42,93.19,2011-11-26,2011-11-26,13.42,93.19,
Linopherus paucibranchiata,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Exogone heterosetosa,13.42,93.17,2011-11-26,2011-11-26,13.42,93.17,
Linopherus microcephala,10.68,92.68,2011-11-21,2011-11-21,10.68,92.68,
Drilonereis falcata,13.42,93.17,2011-11-26,2011-11-26,13.42,93.17,
Scoloplos (Scoloplos) marsupialis,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Prosphaerosyllis semiverrucosa,13.41,93.15,2011-11-26,2011-11-26,13.41,93.15,
Heteromastus filiformis,12.5,93.04,2011-11-29,2011-11-29,12.5,93.04,
Paralacydonia paradoxa,10.68,92.68,2011-11-21,2011-11-21,10.68,92.68,
Pherusa saldanha,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Nothria conchylega,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Aricidea (Aricidea) curviseta,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Lumbrineris meteorana,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Paraehlersia ehlersiaeformis,13.42,93.17,2011-11-26,2011-11-26,13.42,93.17,
Chrysopetalum occidentale,8.0,93.64,2011-12-08,2011-12-08,8.0,93.64,
Poecilochaetus serpens,10.67,92.74,2011-11-21,2011-11-21,10.67,92.74,
Eurysyllis tuberculata,13.41,93.15,2011-11-26,2011-11-26,13.41,93.15,
Opisthodonta longocirrata,13.41,93.15,2011-11-26,2011-11-26,13.41,93.15,
Chone filicaudata,12.5,93.04,2011-11-29,2011-11-29,12.5,93.04,
Mediomastus capensis,12.93,93.01,2011-11-28,2011-11-28,12.93,93.01,
Aglaophamus dibranchis,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Cirrophorus branchiatus,13.41,93.15,2011-11-26,2011-11-26,13.41,93.15,
Spiophanes bombyx,8.0,93.25,2011-12-07,2011-12-07,8.0,93.25,
Phyllodoce longipes,13.42,93.19,2011-11-26,2011-11-26,13.42,93.19,
Scyphoproctus armatus,12.93,93.01,2011-11-28,2011-11-28,12.93,93.01,
Kirkegaardia dorsobranchialis,11.47,92.72,2011-10-03,2011-10-03,11.47,92.72,
Opisthosyllis brunnea,12.93,93.01,2011-11-28,2011-11-28,12.93,93.01,
Caulleryaspis laevis,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Amphicteis gunneri,9.28,92.7,2011-12-05,2011-12-05,9.28,92.7,
Magelona cincta,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Aricidea (Acmira) lopezi,11.47,92.75,2011-10-03,2011-10-03,11.47,92.75,
Syllis cornuta,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Goniada tridens,10.68,92.68,2011-11-21,2011-11-21,10.68,92.68,
Ampharete agulhasensis,10.67,92.74,2011-11-21,2011-11-21,10.67,92.74,
Glycera alba,12.93,93.07,2011-11-28,2011-11-28,12.93,93.07,
Chloeia inermis,13.42,93.19,2011-11-26,2011-11-26,13.42,93.19,
Phyllodoce fristedti,13.42,93.17,2011-11-26,2011-11-26,13.42,93.17,
Paradoneis lyra capensis,13.42,93.17,2011-11-28,2011-11-28,13.42,93.17,
Magelona mahensis,11.47,92.74,2011-10-03,2011-10-03,11.47,92.74,
Notomastus aberans,12.93,93.01,2011-11-28,2011-11-28,12.93,93.01,
Leitoscoloplos kerguelensis,12.5,93.04,2011-11-29,2011-11-29,12.5,93.04,
Aglaophamus verrilli,11.47,92.72,2011-10-03,2011-10-03,11.47,92.72,
Glycera oxycephala,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Syllidia armata,11.47,92.72,2011-10-03,2011-10-03,11.47,92.72,
Levinsenia oculata,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Spiophanes duplex,12.93,92.47,2011-11-25,2011-11-25,12.93,92.47,
Goniada maculata,12.93,93.01,2011-11-28,2011-11-28,12.93,93.01,
Onuphis holobranchiata,7.0,93.96,2011-12-11,2011-12-11,7.0,93.96,
Schistomeringos neglecta,12.92,93.02,2011-11-28,2011-11-28,12.92,93.02,
Protodorvillea egena,12.92,93.02,2011-11-28,2011-11-28,12.92,93.02,
Pherusa tropica,12.5,93.04,2011-11-29,2011-11-29,12.5,93.04,
Phyllodoce (Anaitis) capensis,10.68,92.68,2011-11-21,2011-11-21,10.68,92.68,
Kirkegaardia annulosa,11.69,92.82,2011-11-30,2011-11-30,11.69,92.82,
Paraehlersia ferrugina,11.69,92.82,2011-11-30,2011-11-30,11.69,92.82,
Pista unibranchia,13.42,93.19,2011-11-26,2011-11-26,13.42,93.19,
Notomastus latericeus,13.42,93.17,2011-11-26,2011-11-26,13.42,93.17,
Pista cristata,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Euchone rosea,7.04,93.95,2011-12-11,2011-12-11,7.04,93.95,
Goniada emerita,12.49,93.11,2011-11-29,2011-11-29,12.49,93.11,
Glycinde kameruniana,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Kuwaita heteropoda,10.67,92.74,2011-11-21,2011-11-21,10.67,92.74,
Eulalia magalaensis,10.67,92.74,2011-11-21,2011-11-21,10.67,92.74,
Cossura coasta,12.5,93.04,2011-11-29,2011-11-29,12.5,93.04,
Caulleriella bioculata,12.93,93.01,2011-11-28,2011-11-28,12.93,93.01,
Onuphis geophiliformis,9.3,92.87,2011-12-05,2011-12-05,9.3,92.87,
Glycera papillosa,13.42,93.19,2011-11-26,2011-11-26,13.42,93.19,
Aricidea (Acmira) cerrutii,10.67,92.73,2011-11-21,2011-11-21,10.67,92.73,
Glycera lapidum,10.67,92.73,2011-11-21,2011-11-21,10.67,92.73,
Euphrosine myrtosa,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Goniadides carolinae,12.92,93.02,2011-11-28,2011-11-28,12.92,93.02,
Glycera tesselata,11.47,92.74,2011-10-03,2011-10-03,11.47,92.74,
Magelona minuta,13.42,93.17,2011-11-26,2011-11-26,13.42,93.17,
Sigambra tentaculata,11.47,92.72,2011-10-03,2011-10-03,11.47,92.72,
Sigambra parva,10.67,92.73,2011-11-21,2011-11-21,10.67,92.73,
Micronephthys sphaerocirrata,11.47,92.72,2011-10-03,2011-10-03,11.47,92.72,
Leodamas johnstonei,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Pista australis,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Sphaerosyllis georgeharrisoni,12.5,93.04,2011-11-29,2011-11-29,12.5,93.04,
Magelona cepiceps,11.47,92.74,2011-10-03,2011-10-03,11.47,92.74,
Diplocirrus erythroporus,11.47,92.72,2011-10-03,2011-10-03,11.47,92.72,
Glycera natalensis,10.67,92.3,2011-11-21,2011-11-21,10.67,92.3,
Podarkeopsis capensis,8.0,93.29,2011-12-07,2011-12-07,8.0,93.29,
Chone letterstedti,9.3,92.87,2011-12-05,2011-12-05,9.3,92.87,
Ninoe lagosiana,9.29,92.67,2011-12-05,2011-12-05,9.29,92.67,
Hyalinoecia tubicola,10.67,92.3,2011-11-21,2011-11-21,10.67,92.3,
Diopatra neapolitana capensis,13.52,92.78,2011-11-25,2011-11-25,13.52,92.78,
Onuphis eremita,10.66,92.2,2011-11-21,2011-11-21,10.66,92.2,
Loimia medusa,12.25,92.31,2011-11-23,2011-11-23,12.25,92.31,
Notaulax phaeotaenia,10.67,92.23,2011-11-21,2011-11-21,10.67,92.23,
Leocrates claparedii,8.0,93.29,2011-12-07,2011-12-07,8.0,93.29,
Streblosoma persica,12.93,92.4,2011-11-25,2011-11-25,12.93,92.4,
Armandia simodaensis,11.79,92.37,2011-11-23,2011-11-23,11.79,92.37,
Glycera subaenea,11.25,92.45,2012-11-22,2012-11-22,11.25,92.45,
Marphysa sanguinea,10.66,92.2,2011-11-21,2011-11-21,10.66,92.2,
Ophelia agulhana,9.28,92.7,2011-12-05,2011-12-05,9.28,92.7,
Pherusa tropica,10.67,92.3,2011-11-21,2011-11-21,10.67,92.3,
Owenia fusiformis,12.93,92.47,2011-11-25,2011-11-25,12.93,92.47,
Pherusa laevis,13.53,92.62,2011-11-25,2011-11-25,13.53,92.62,
Ampharete luederitzi,11.25,92.44,2011-11-22,2011-11-22,11.25,92.44,
Arabella iricolor,12.25,92.3,2011-11-23,2011-11-23,12.25,92.3,
Ophelina acuminata,9.3,92.79,2011-12-05,2011-12-05,9.3,92.79,
Paucibranchia adenensis,10.68,92.68,2011-11-21,2011-11-21,10.68,92.68,
Samythella affinis,13.52,92.78,2011-11-25,2011-11-25,13.52,92.78,
Ophioglycera longicirrata,13.52,92.78,2011-11-25,2011-11-25,13.52,92.78,
Ophelia roscoffensis,9.3,92.79,2011-12-05,2011-12-05,9.3,92.79,
Potamilla leptochaeta,11.78,92.48,2011-11-23,2011-11-23,11.78,92.48,
Leiochrides africanus,10.67,92.23,2011-11-21,2011-11-21,10.67,92.23,
Phyllodoce malmgreni,12.93,92.58,2011-11-25,2011-11-25,12.93,92.58,
Glycera lancadivae,9.3,92.82,2011-12-05,2011-12-05,9.3,92.82,
Lumbriclymene cylindricauda,7.13,93.52,2011-12-11,2011-12-11,7.13,93.52,
Armandia melanura,9.3,92.79,2011-12-05,2011-12-05,9.3,92.79,
Maldanella capensis,11.78,92.48,2011-11-23,2011-11-23,11.78,92.48,
Paleanotus chrysolepis,10.67,92.23,2011-11-21,2011-11-21,10.67,92.23,
Pseudopotamilla saxicava,11.79,92.33,2011-11-23,2011-11-23,11.79,92.33,
Leodamas johnstonei,9.3,92.87,2011-12-05,2011-12-05,9.3,92.87,
Eurythoe matthaii,11.25,92.73,2009-01-17,2009-01-17,11.25,92.73,
Aricidea (Aricidea) capensis,12.5,93.04,2011-11-29,2011-11-29,12.5,93.04,
Aricidea (Aricidea) longicirrata,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Euclymene oerstedii,11.25,92.44,2012-11-22,2012-11-22,11.25,92.44,
Glycera tridactyla,10.67,92.23,2011-11-21,2011-11-21,10.67,92.23,
Magelona cincta,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Eunice filamentosa,9.3,92.82,2011-12-05,2011-12-05,9.3,92.82,
Glycinde capensis,11.78,92.48,2011-11-23,2011-11-23,11.78,92.48,
Eunice vittata,12.93,92.4,2011-11-25,2011-11-25,12.93,92.4,
Euclymene luderitziana,12.93,92.47,2011-11-25,2011-11-25,12.93,92.47,
Owenia fusiformis,10.67,92.23,2011-11-21,2011-11-21,10.67,92.23,
Capitella capitata,13.53,92.65,2011-11-25,2011-11-25,13.53,92.65,
Prionospio ehlersi,10.66,92.2,2011-11-21,2011-11-21,10.66,92.2,
Aonidella cirrobranchiata,11.79,92.37,2011-11-23,2011-11-23,11.79,92.37,
Prionospio cirrifera,11.25,92.73,2009-01-17,2009-01-17,11.25,92.73,
Prionospio neenae,10.66,92.2,2011-11-21,2011-11-21,10.66,92.2,
Prionospio polybranchiata,11.7,92.8,2011-11-30,2011-11-30,11.7,92.8,
Malacoceros indicus,9.29,92.67,2011-12-05,2011-12-05,9.29,92.67,
Laonice cirrata,9.29,92.67,2011-12-05,2011-12-05,9.29,92.67,
Aricidea (Strelzovia) belgicae,11.24,92.44,2011-11-22,2011-11-22,11.24,92.44,
Orbinia monroi,12.93,92.47,2011-11-25,2011-11-25,12.93,92.47,
Syllis hyalina,7.13,93.53,2011-12-11,2011-12-11,7.13,93.53,
Haplosyllis spongicola,10.68,92.68,2011-11-21,2011-11-21,10.68,92.68,
Aricidea (Acmira) simplex,7.13,93.55,2011-12-11,2011-12-11,7.13,93.55,
Euchone capensis,7.13,93.52,2011-12-11,2011-12-11,7.13,93.52,
Aonides oxycephala,12.93,92.4,2011-11-25,2011-11-25,12.93,92.4,
Chaetozone setosa,9.3,92.82,2011-12-05,2011-12-05,9.3,92.82,
Aphelochaeta filibranchia,13.35,93.18,2009-01-14,2009-01-14,13.35,93.18,
Scolelepis (Scolelepis) squamata,7.13,93.52,2011-12-11,2011-12-11,7.13,93.52,
Glycera benguellana,12.93,92.58,2011-11-25,2011-11-25,12.93,92.58,
Cirratulus africanus,10.67,92.23,2011-11-21,2011-11-21,10.67,92.23,
Prionospio nielseni,10.67,92.23,2011-11-21,2011-11-21,10.67,92.23,
Prionospio andamanensis,9.3,92.82,2011-12-05,2011-12-05,9.3,92.82,
Prionospio phuketensis,10.67,92.3,2011-11-21,2011-11-21,10.67,92.3,
Nereis jacksoni,12.93,92.58,2011-11-25,2011-11-25,12.93,92.58,
Aricidea (Acmira) catherinae,12.93,92.58,2011-11-25,2011-11-25,12.93,92.58,
Aricidea (Aricidea) curviseta,11.25,92.44,2012-11-22,2012-11-22,11.25,92.44,
Caulleriella capensis,12.25,92.35,2011-11-23,2011-11-23,12.25,92.35,
Scoloplos (Scoloplos) marsupialis,12.93,92.47,2011-11-25,2011-11-25,12.93,92.47,
Aricidea (Acmira) lopezi,11.7,92.77,2011-11-30,2011-11-30,11.7,92.77,
Terebellides stroemii,13.42,93.17,2011-11-26,2011-11-26,13.42,93.17,
Linopherus microcephala,11.25,92.45,2012-11-22,2012-11-22,11.25,92.45,
Eunice indica,12.93,92.47,2011-11-25,2011-11-25,12.93,92.47,
Chrysopetalum maculatum,11.47,92.74,2011-10-03,2011-10-03,11.47,92.74,
Lumbrineris latreilli,13.52,92.78,2011-11-25,2011-11-25,13.52,92.78,
Aglaophamus dibranchis,11.79,92.33,2011-11-23,2011-11-23,11.79,92.33,
Opisthosyllis brunnea,12.92,93.02,2011-11-28,2011-11-28,12.92,93.02,
