scientific_name,latitude,longitude,timestamp
Fromia monilis,6.6473,93.8283,2019-08-16
Euretaster cribrosus,10.72,92.71,2018-08-10
Metrodira subulata,10.72,92.71,2018-08-10
Stiremetra carinifera,12.48416667,92.39166667,2016-04-04
Dictyaster xenophilus,7.7114,93.3273,2011-12-13
Henricia praestans,7.7114,93.3273,2011-12-13
Centrostephanus nitidus,7.6504,93.37945,2015-02-03
Astroceramus fisheri,7.6504,93.37945,2015-02-03
Brisinga insularum,8.42,75.92,2013-12-11
Nymphaster moebii,8.39,93.34,2015-01-29
Ophiocreas sibogae,12.48416667,92.39166667,2016-04-04
Bathypectinura heros,14.46651667,73.02545,2018-04-09
Comatula (Comatula) pectinata,8.6544,93.12775,2017-11-15
Johannaster superbus,8.29,76.21,2012-10-19
Capillaster multiradiatus,10.6761,92.6811,2011-12-04
Ophiarachnella gorgonia,10.6761,92.6811,2011-12-04
Capillaster multiradiatus,9.284283333,92.70066667,2011-12-06
Capillaster multiradiatus,7.9973,93.63821667,2011-12-08
Dichrometra palmata,12.33691667,80.45791667,2010-05-23
Comanthus wahlbergii,6.4494,93.83158333,2011-12-10
Tamaria fusca,9.025933333,92.74336667,2017-11-15
Neoferdina offreti,6.514433333,93.77903333,2011-12-10
Bathypectinura heros,8.358666667,76.23501667,2017-10-26
Maretia planulata,8.260883333,76.93693333,2017-10-27
Salmacis bicolor,8.260883333,76.93693333,2017-10-27
Astropecten velitaris,8.260883333,76.93693333,2017-10-27
Protoreaster nodosus,8.260883333,76.93693333,2017-10-27
Stellaster childreni,8.489183333,76.83491667,2017-10-28
Luidia hardwicki,8.489183333,76.83491667,2017-10-28
Astropecten andersoni,15.69,72.95,2018-02-27
Ophiactis macrolepidota,7.59,93.37,2019-08-14
Johannaster superbus,13.31975,93.262,2017-11-26
Lithosoma pentaphylla,13.31975,93.262,2017-11-26
Asthenosoma varium,9.32141667,92.80415,2017-11-17
Histocidaris denticulata,7.52,93.4,2010-09-24
Phormosoma,11.34,92.81,2015-01-16
Leptopentacta imbricata,7.99,77.18,2010-11-15
Stereocidaris alcocki,8.316483333,93.32268333,2011-12-14
Protankyra denticulata,11.0689,80.39916667,2015-12-06
Nardoa,6.514433333,93.77903333,2011-12-10
Stereocidaris indica,6.651616667,93.6778,2011-12-10
Stereocidaris alcocki,7.389533333,93.394,2011-12-11
Neoferdina,8.316483333,93.32268333,2017-11-15
Saracrinus angulatus,8.316483333,93.32268333,2011-12-14
Histocidaris denticulata,8.316483333,93.32268333,2011-12-14
Astrodendrum laevigatum,8.39,93.34,2015-01-29
Histocidaris denticulata,13.31975,93.262,2017-11-26
Phormosoma,13.31975,93.262,2017-11-26
Histocidaris denticulata,13.31975,93.262,2017-11-29
Saracrinus angulatus,13.31975,93.262,2017-11-26
Ophiochiton ambulator,11.79815,92.0906167,2017-11-28
Psilaster agassizi,8.055166667,76.17883333,2017-10-25
Mediaster ornatus,7.52,93.4,2010-09-24
Acanthocidaris maculicollis,9.022783333,92.7229,2017-11-16
Ophiarachnella septimspinosa,6.514433333,93.77903333,2011-12-10
Bathypectinura heros,14.41882,73.0419383,2019-01-02
Ophiomyxa australis,9.284283333,92.70066667,2011-12-06
Ophiomyxa australis,6.514433333,93.77903333,2011-12-10
Histampica duplicata,15.7056017,72.662975,2019-01-01
Ophiotreta stimulea,15.7056017,72.662975,2019-01-01
Ophiotreta stimulea,12.7534167,74.0442283,2019-01-03
Amphiodia frigida,15.7056017,72.662975,2019-01-01
Ophiacantha indica,9.284283333,92.70066667,2011-12-06
Ophiacantha dallasii,9.284283333,92.70066667,2011-12-06
Ophioconis cupida,9.284283333,92.70066667,2011-12-06
Ophiopsila pantherina,12.93425,92.47403333,2011-11-25
Ophiactis,6.514433333,93.77903333,2011-12-10
Stereocidaris indica,13.31975,93.262,2017-11-26
Ophiomyxa bengalensis,11.55581667,92.7634,2017-11-24
Amphioplus (Lymanella) depressus,11.55581667,92.7634,2017-11-24
Ophiopsammus,6.4494,93.83158333,2011-12-10
Heterometra,7.13,93.58,2019-08-17
Amphiodia,11.36683333,74.898,2015-05-25
Goniocidaris,13.31975,93.262,2017-11-26
Ophidiaster,6.6473,93.8283,2019-08-16
Ceramaster cuenoti,10.91828333,80.35865,2011-11-08
Johannaster superbus,10.91828333,80.35865,2011-11-08
Lithosoma pentaphylla,10.91828333,80.35865,2011-11-08
Persephonaster,10.91828333,80.35865,2011-11-08
Persephonaster,11.79815,92.0906167,2017-11-28
Henricia praestans,11.79815,92.0906167,2017-11-28
Johannaster superbus,10.62351667,80.52433333,2011-11-07
Lithosoma pentaphylla,10.62351667,80.52433333,2011-11-07
Persephonaster,10.62351667,80.52433333,2011-11-07
Henricia praestans,10.62351667,80.52433333,2011-11-07
Pseudarchaster mozaicus,10.62351667,80.52433333,2011-11-07
Henricia praestans,13.31975,93.262,2017-11-26
Persephonaster,13.31975,93.262,2017-11-26
Zoroaster,13.31975,93.262,2017-11-26
Rosaster florifer,6.651616667,93.6778,2011-12-10
Phormosoma,6.651616667,93.6778,2011-12-10
Milteliphaster woodmasoni,6.651616667,93.6778,2011-12-10
Persephonaster,8.39,93.34,2015-01-29
Dictyaster xenophilus,12.79415,93.08953333,2015-01-18
Johannaster superbus,14.46651667,73.02545,2018-04-09
Ophiolepis rugosa,9.025933333,92.74336667,2017-11-15
Ophiochiton ambulator,10.69716667,80.47,2016-11-26
Ophiochiton ambulator,10.98816667,74.992,2005-04-15
Ophiothrix (Ophiothrix) aristulata,6.6477,93.6904,2010-09-24
Ophiothrix (Ophiothrix) aristulata,9.296033333,92.90903333,2015-01-28
Rosaster florifer,9.296033333,92.90903333,2015-01-28
Centrostephanus nitidus,9.296033333,92.90903333,2015-01-28
Stellaster childreni,7.790466667,77.51391667,2009-08-18
Clypeaster rarispinus,11.36,75.29,2015-05-25
Lovenia elongata,9.96,76.0,2015-05-26
Brissopsis luzonica,9.96,76.0,2015-05-26
Clypeaster rarispinus,12.83,74.51,2015-05-24
Clypeaster rarispinus,11.37,75.29,2015-08-13
Luidia hardwicki,11.37,75.29,2015-08-13
Astropecten,11.37,75.29,2015-08-13
Maretia planulata,7.79,77.5,2015-08-18
Salmacis virgulata,7.79,77.5,2015-08-18
Astropecten polyacanthus,7.79,77.5,2015-08-18
Clypeaster rarispinus,7.79,77.5,2015-08-18
Stellaster childreni,7.79,77.5,2015-08-18
Ophiuroglypha kinbergi,7.79,77.5,2015-08-18
Ophiopeza spinosa,12.00866667,92.25333333,2015-01-14
Ophioleuce seminudum,12.00866667,92.25333333,2015-01-14
Amphioplus (Lymanella) laevis,12.00866667,92.25333333,2015-01-14
Amphioplus dispar,10.55108333,80.55631667,2015-12-04
Bathyplotes natans,11.34,92.81,2015-01-16
Paelopatides incerta,11.34,92.81,2015-01-16
Protankyra,10.99321667,74.97571667,2015-06-19
Molpadia musculus,14.96135,72.76746667,2015-06-26
Pseudostichopus,9.270166667,92.6655,2017-11-01
Holothuria (Stauropora) fuscocineria,13.7652,72.18981667,2017-04-01
Pseudoboletia maculata,13.7652,72.18981667,2017-04-01
Echinothrix calamaris,13.7652,72.18981667,2017-04-01
Histocidaris denticulata,7.4855,93.40733333,2016-04-04
Araeosoma coriaceum indicum,7.4855,93.40733333,2016-04-04
Amphigymnas woodmasoni,11.351,92.38506667,2015-01-15
Molpadia musculus,11.351,92.38506667,2015-01-15
Molpadia concolor,11.351,92.38506667,2015-01-15
Stereocidaris alcocki,11.351,92.38506667,2015-01-15
Ophiactis,14.48373333,73.03798333,2018-02-28
Amphiophiura insolita,9.2215,92.67,2017-11-01
Rosaster florifer,9.2215,92.67,2017-11-01
Anthenoides cristatus,9.270166667,92.6655,2017-11-01
Rosaster florifer,9.270166667,92.6655,2017-11-01
Pillsburiaster doderleini,9.2215,92.67,2017-11-01
Astropecten griegi,9.270166667,92.6655,2017-11-01
Astropecten mauritianus,9.270166667,92.6655,2017-11-01
Luidia,9.270166667,92.6655,2017-11-01
Rosaster symbolicus,9.270166667,92.6655,2017-11-01
Phyllacanthus forcipulatus,12.832,74.3266,1999-10-19
Phyllacanthus forcipulatus,11.94033333,75.06683333,1999-10-18
Prionocidaris baculosa,10.72,92.71,2018-08-10
Clypeaster fervens,10.72,92.71,2018-08-10
Ophiopsammus yoldii,6.96,93.6,2019-08-17
Eudiocrinus ornatus,11.79063333,92.3611,2009-01-11
Schizaster gibberulus,15.25,80.36,2010-05-26
Brissopsis luzonica,15.25,80.36,2010-05-26
Persephonaster coelochilus,7.389533333,93.394,2011-12-11
Mediaster,7.389533333,93.394,2011-12-11
Ophidiaster,7.389533333,93.394,2011-12-11
Ochetostoma septemyotum,12.97,74.63,2013-08-14
Ochetostoma septemyotum,15.93,73.36,2018-01-16
Arhynchite,14.41,73.04,2019-01-02
Arhynchite,14.98,80.54,2019-11-11
Protobonellia,13.35,93.19,2019-07-27
Orbiraja powelli,9.992916667,75.59613333,2010-08-08
Neoepinnula orientalis,9.992916667,75.59613333,2010-08-08
Erythrocles schlegelii,9.992916667,75.59613333,2010-08-08
Chascanopsetta lugubris,9.992916667,75.59613333,2010-08-08
Chelidoperca investigatoris,9.992916667,75.59613333,2010-08-08
Chlorophthalmus corniger,9.992916667,75.59613333,2010-08-08
Satyrichthys laticeps,9.992916667,75.59613333,2010-08-08
Owstonia weberi,9.992916667,75.59613333,2010-08-08
Bathypterois atricolor,9.893333333,75.53166667,2010-08-08
Chelidoperca investigatoris,13.172,80.64983333,2010-08-29
Harpadon squamosus,17.05316667,83.29416667,2010-09-02
Heteropriacanthus cruentatus,13.028,93.09666667,2010-09-16
Erythrocles schlegelii,13.028,93.09666667,2010-09-17
Owstonia weberi,13.028,93.09666667,2010-09-18
Satyrichthys milleri,13.028,93.09666667,2010-09-19
Chlorophthalmus corniger,13.028,93.09666667,2010-09-20
Neoepinnula orientalis,13.028,93.09666667,2010-09-21
Chlorophthalmus corniger,12.81066667,93.08416667,2010-09-17
Physiculus natalensis,12.81066667,93.08416667,2010-09-17
Heteropriacanthus cruentatus,12.81066667,93.08416667,2010-09-17
Satyrichthys milleri,12.81066667,93.08416667,2010-09-17
Polymixia japonica,12.81066667,93.08416667,2010-09-17
Neoepinnula orientalis,6.842777778,93.05305556,2011-12-10
Tydemania navigatoris,12.81066667,93.08416667,2010-09-17
Neoepinnula orientalis,11.14866667,92.3275,2010-09-19
Heteropriacanthus cruentatus,11.14866667,92.3275,2010-09-19
Halimochirurgus centriscoides,6.638333333,93.68466667,2010-09-24
Satyrichthys laticeps,6.638333333,93.68466667,2010-09-24
Chascanopsetta lugubris,6.638333333,93.68466667,2010-09-24
Scalicus investigatoris,6.638333333,93.68466667,2010-09-24
Neoscopelus microchir,6.638333333,93.68466667,2010-09-24
Chimaera jordani,6.638333333,93.68466667,2010-09-24
Pycnocraspedum squamipinne,10.91828333,80.35865,2011-11-08
Chlorophthalmus nigromarginatus,13.22,93.18,2011-11-27
Chlorophthalmus corniger,6.842777778,93.05305556,2011-12-10
Monomitopus nigripinnis,7.752777778,93.21027778,2011-12-13
Erythrocles schlegelii,13.22,93.18,2011-11-27
Neoscopelus microchir,11.15916667,92.39166667,2011-11-22
Lophiodes mutilus,13.22,93.18,2011-11-27
Neoepinnula orientalis,11.15916667,92.39166667,2011-11-22
Chlorophthalmus corniger,13.22,93.18,2011-11-27
Ateleopus indicus,13.00166667,93.10972222,2011-11-28
Bembrops caudimacula,13.00166667,93.10972222,2011-11-28
Hypopleuron caninum,13.00166667,93.10972222,2011-11-28
Heteropriacanthus cruentatus,13.00166667,93.10972222,2011-11-28
Chlorophthalmus corniger,7.752777778,93.21027778,2011-12-13
Cyttopsis rosea,7.752777778,93.21027778,2011-12-13
Polymixia fusca,7.752777778,93.21027778,2011-12-13
Bembrops platyrhynchus,13.22,93.18,2011-11-27
Hypopleuron caninum,13.22,93.18,2011-11-27
Physiculus roseus,6.842777778,93.05305556,2011-12-10
Chascanopsetta lugubris,7.752777778,93.21027778,2011-12-13
Neoepinnula orientalis,7.752777778,93.21027778,2011-12-13
Alepocephalus bicolor,7.530555556,93.25305556,2011-12-11
Heteropriacanthus cruentatus,6.842777778,93.05305556,2011-12-10
Pterygotrigla hemisticta,6.842777778,93.05305556,2011-12-10
Neoepinnula orientalis,13.22,93.18,2011-11-27
Ruvettus pretiosus,11.15916667,92.39166667,2011-11-22
Synagrops japonicus,13.22,93.18,2011-11-27
Synagrops japonicus,7.530555556,93.25305556,2011-12-11
Bembrops platyrhynchus,6.842777778,93.05305556,2011-12-10
Chlorophthalmus nigromarginatus,6.842777778,93.05305556,2011-12-10
Neoepinnula orientalis,7.530555556,93.25305556,2011-12-11
Heteropriacanthus cruentatus,13.22,93.18,2011-11-27
Polymixia fusca,13.22,93.18,2011-11-27
Gephyroberyx darwinii,13.22,93.18,2011-11-27
Neoepinnula orientalis,8.5225,93.01805556,2011-12-14
Ostracoberyx dorygenys,8.5225,93.01805556,2011-12-14
Antigonia rubescens,6.842777778,93.05305556,2011-12-10
Pycnocraspedum armatum,10.91828333,80.35865,2011-11-08
Chlorophthalmus acutifrons,13.00166667,93.10972222,2011-11-28
Ostracoberyx dorygenys,13.00166667,93.10972222,2011-11-28
Aesopia cornuta,9.998916667,75.60143333,2011-10-08
Neoepinnula orientalis,11.99091667,74.42656667,2011-08-08
Erythrocles schlegelii,9.998916667,75.60143333,2011-10-08
Chascanopsetta lugubris,11.99091667,74.42656667,2011-08-08
Epinephelus diacanthus,9.998916667,75.60143333,2011-10-08
Sphyraena jello,9.998916667,75.60143333,2011-10-08
Bembrops caudimacula,9.998916667,75.60143333,2011-10-08
Mustelus manazo,9.998916667,75.60143333,2011-10-08
Psenopsis cyanea,9.998916667,75.60143333,2011-10-08
Saurida undosquamis,9.998916667,75.60143333,2011-10-08
Chelidoperca investigatoris,9.998916667,75.60143333,2011-10-08
Acropoma japonicum,9.998916667,75.60143333,2011-10-08
Chlorophthalmus acutifrons,9.998916667,75.60143333,2011-10-08
Cynoglossus attenuatus,9.998916667,75.60143333,2011-10-08
Lamprogrammus fragilis,18.83051667,85.37693333,2011-10-30
Psenopsis cyanea,11.9116,80.14415,2011-11-07
Pycnocraspedum armatum,11.9116,80.14415,2011-11-07
Dicrolene tristis,11.9116,80.14415,2011-11-07
Lamprogrammus fragilis,10.63406667,80.51726667,2011-11-09
Notacanthus indicus,11.9116,80.14415,2011-11-07
Dicrolene multifilis,18.83051667,85.37693333,2011-10-30
Monomitopus conjugator,10.91828333,80.35865,2011-11-08
Glyptophidium oceanium,11.91313333,80.14531667,2011-11-05
Harpadon nehereus,11.9116,80.14415,2011-11-07
Neoepinnula orientalis,11.91313333,80.14531667,2011-11-05
Psenopsis cyanea,11.91313333,80.14531667,2011-11-05
Pycnocraspedum squamipinne,18.83051667,85.37693333,2011-10-30
Diplacanthopoma brachysoma,10.91828333,80.35865,2011-11-08
Psenopsis cyanea,18.83051667,85.37693333,2011-10-30
Dicrolene multifilis,8.29,76.21,2013-07-14
Pycnocraspedum armatum,18.8406,85.38531667,2011-10-29
Lamprogrammus fragilis,11.91313333,80.14531667,2011-11-05
Dicrolene multifilis,11.91313333,80.14531667,2011-11-05
Lamprogrammus fragilis,13.18583333,80.647,2010-08-30
Polymixia fusca,11.9116,80.14415,2011-11-07
Physiculus roseus,11.91313333,80.14531667,2011-11-05
Bembrops platyrhynchus,13.00166667,93.10972222,2011-11-28
Parapercis sp.,7.752777778,93.21027778,2011-12-13
Neoscopelus microchir,7.752777778,93.21027778,2011-12-13
Nezumia proxima,9.893333333,75.53166667,2010-08-08
Coryphaenoides macrolophus,9.893333333,75.53166667,2010-08-08
Nezumia semiquincunciata,9.893333333,75.53166667,2010-08-08
Dicrolene vaillanti,11.0765,80.22533333,2010-08-27
Polymixia fusca,11.0765,80.22533333,2010-08-27
Ventrifossa macropogon,12.81066667,93.08416667,2010-09-17
Peristedion amblygenys,12.82666667,93.213,2010-09-17
Lophoides lugubris,11.14866667,92.3275,2010-09-19
Setarches longimanus,13.028,93.09666667,2010-09-18
Scalicus orientalis,12.81066667,93.08416667,2010-09-17
Mephisto fraserbrunneri,12.82666667,93.213,2010-09-17
Cyttopsis rosea,12.81066667,93.08416667,2010-09-17
Bathyclupea hoskynii,12.81066667,93.08416667,2010-09-17
Setarches guentheri,12.81066667,93.08416667,2010-09-17
Astronesthes lucifer,12.81066667,93.08416667,2010-09-17
Sphoeroides pachygaster,12.81066667,93.08416667,2010-09-17
Rexea prometheoides,11.14866667,92.3275,2010-09-19
Astronesthes lucifer,12.82666667,93.213,2010-09-17
Ateleopus indicus,12.81066667,93.08416667,2010-09-17
Coelorinchus smithi,12.82666667,93.213,2010-09-17
Acropoma japonicum,12.81066667,93.08416667,2010-09-17
Lophoides lugubris,12.81066667,93.08416667,2010-09-17
Halieutaea coccinea,12.82666667,93.213,2010-09-17
Pterygotrigla cajorarori,12.82666667,93.213,2010-09-17
Chlorophthalmus corniger,17.02933333,83.26283333,2010-09-02
Bathyclupea elongata,11.0765,80.22533333,2010-08-27
Ateleopus indicus,12.82666667,93.213,2010-09-17
Chlorophthalmus bicornis,6.638333333,93.68466667,2010-09-24
Xenocephalus cribratus,12.81066667,93.08416667,2010-09-17
Lophiodes mutilus,6.638333333,93.68466667,2010-09-24
Setarches longimanus,12.82666667,93.213,2010-09-17
Lampadena luminosa,11.14866667,92.3275,2010-09-19
Plectrogenium nanum,13.028,93.09666667,2010-09-18
Squalus megalops,6.638333333,93.68466667,2010-09-24
Chlorophthalmus nigromarginatus,11.14866667,92.3275,2010-09-19
Ectreposebastes imus,11.14866667,92.3275,2010-09-19
Satyrichthys milleri,6.638333333,93.68466667,2010-09-24
Synaphobranchus affinis,14.26805556,73.27694444,2010-10-15
Psenopsis anomala,12.81066667,93.08416667,2010-09-17
Physiculus natalensis,11.14866667,92.3275,2010-09-19
Mephisto fraserbrunneri,12.81066667,93.08416667,2010-09-17
Mephisto fraserbrunneri,6.638333333,93.68466667,2010-09-24
Tydemania navigatoris,13.028,93.09666667,2010-09-18
Satyrichthys milleri,12.82666667,93.213,2010-09-17
Scalicus orientalis,12.82666667,93.213,2010-09-17
Glyptophidium oceanium,6.638333333,93.68466667,2010-09-24
Chlorophthalmus agassizi,12.81066667,93.08416667,2010-09-17
Myctophum spinosum,6.638333333,93.68466667,2010-09-24
Myctophum sp.,11.14866667,92.3275,2010-09-19
Mephisto fraserbrunneri,13.028,93.09666667,2010-09-16
Halieutaea coccinea,12.81066667,93.08416667,2010-09-17
Macrorhamphosodes platycheilus,6.638333333,93.68466667,2010-09-24
Neoscopelus microchir,12.82666667,93.213,2010-09-17
Halicmetus ruber,14.26805556,73.27694444,2010-10-15
Neoepinnula orientalis,9.998916667,75.60143333,2011-08-10
Pleuroscopus sp.,11.99091667,74.42656667,2011-08-08
Holtbyrnia cyanocephala,14.26805556,73.27694444,2010-10-15
Chaunax apus,14.26805556,73.27694444,2010-10-15
Halosaurus carinicauda,14.26805556,73.27694444,2010-10-15
Avocettina paucipora,12.17635,74.33945,2012-08-22
Anoplogaster cornuta,12.17635,74.33945,2012-08-22
Chauliodus sloani,12.17635,74.33945,2012-08-22
Platytroctes mirus,12.17635,74.33945,2012-08-22
Nemichthys scolopaceus,12.17635,74.33945,2012-08-22
Alepocephalus blanfordii,12.17635,74.33945,2012-08-22
Neobythites multistriatus,13.22,93.18,2011-11-27
Oneirodes sanjeevani,0.878,67.598,2015-05-14
Chaunax multilepis,13.22,93.18,2011-11-27
Bufoceratias shaoi,7.78,76.45,2013-07-15
Diceratias trilobus,8.29,76.21,2013-07-14
Nettastoma solitarium,12.82666667,93.213,2010-09-17
Aphanopus microphthalmus,8.36,76.17,2010-10-12
Hydrolagus mirabilis,6.638333333,93.68466667,2010-09-24
Diaphus coeruleus,11.71,73.75,2013-10-13
Diaphus thiollieri,11.18,73.01,2013-10-11
Diaphus garmani,19.29,65.91,2013-02-20
Neenchelys sp.,8.34,76.41,2016-11-30
Ophichthus mccoskeri,6.64,93.68,2010-09-24
Ophichthus urolophus,8.99,75.92,2014-10-01
Pisodonophis cancrivorus,10.1,75.62,2010-10-14
Gymnothorax smithi,10.0,75.6,2011-10-08
Macrocephenchelys brevirostris,12.74,93.1,2016-10-04
Bathycongrus trimaculatus,14.13,93.19,2016-11-04
Benthosema fibulatum,11.01,73.09,2013-10-10
Benthosema pterotum,19.29,65.91,2013-02-20
Bolinichthys longipes,18.34,69.42,2016-01-22
Bolinichthys indicus,11.18,73.01,2013-10-11
Bolinichthys nikolayi,-0.73,68.06,2015-09-13
Bolinichthys pyrsobolus,-2.47,67.65,2015-09-14
Bolinichthys supralateralis,-2.47,67.65,2015-09-14
Ceratoscopelus warmingii,20.14,68.4,2016-01-23
Diaphus aliciae,9.01,73.11,2015-09-07
Diaphus antonbruuni,-4.5,60.76,2015-10-08
Diaphus arabicus,17.56,70.66,2016-01-21
Diaphus brachycephalus,-15.44,56.8,2015-10-04
Diaphus diadematus,5.11,69.06,2015-09-12
Diaphus diademophilus,-15.44,56.8,2015-10-04
Diaphus effulgens,-14.41,57.25,2015-10-05
Diaphus fulgens,-2.38,63.07,2015-10-09
Diaphus fragilis,6.46,70.04,2015-09-11
Diaphus garmani,21.75,66.49,2016-01-25
Diaphus jenseni,-2.47,67.65,2015-09-14
Diaphus lobatus,-2.38,63.07,2015-10-09
Diaphus lucidus,10.14,73.53,2013-10-12
Diaphus luetkeni,2.47,67.65,2015-09-14
Diaphus mollis,-15.44,56.8,2015-10-04
Diaphus parri,-5.46,65.88,2015-09-16
Diaphus perspicillatus,11.31,73.58,2013-10-13
Diaphus problematicus,-4.5,60.76,2015-10-06
Diaphus regani,9.85,58.6,2015-10-06
Diaphus similis,11.18,73.01,2013-10-11
Diaphus signatus,12.9,73.77,2013-10-14
Diaphus splendidus,-2.47,67.65,2015-09-14
Diaphus taaningi,7.72,59.15,2015-10-07
Diaphus theta,14.41,57.25,2015-10-05
Diaphus watasei,10.96,66.97,2014-03-13
Electrona risso,-7.72,59.15,2015-10-07
Hygophum hanseni,-1.68,63.63,2015-10-10
Hygophum proximum,18.34,69.42,2016-01-22
Nannobrachium achirus,-9.85,58.6,2015-10-06
Nannobrachium atrum,-0.73,68.06,2015-09-13
Lampanyctus festivus,-15.44,56.8,2015-10-04
Lampanyctus intricarius,-4.5,60.76,2015-10-08
Lampanyctus macdonaldi,-5.46,65.88,2015-09-16
Lampanyctus nobilis,-9.85,58.6,2015-10-06
Lampanyctus photonotus,-3.88,66.37,2015-09-15
Lampanyctus tenuiformis,-7.72,59.15,2015-10-07
Lampanyctus turneri,19.51,65.44,2016-02-08
Lampadena anomala,8.35,72.1,2015-09-08
Lampanyctus crocodilus,-15.44,56.8,2015-10-04
Lampadena luminosa,-2.38,63.07,2015-10-09
Lampadena urophaos,-3.88,66.37,2015-09-15
Myctophum asperum,-9.85,58.6,2015-10-06
Myctophum aurolaternatum,-9.85,58.6,2015-10-06
Myctophum nitidulum,-9.85,58.6,2015-10-06
Myctophum obtusirostre,-2.38,63.07,2015-10-09
Myctophum spinosum,8.14,76.25,2013-10-07
Symbolophorus evermanni,20.14,68.4,2016-01-23
Symbolophorus rufinus,-1.68,63.63,2015-10-10
Taaningichthys minimus,-2.38,63.07,2015-10-09
Diaphus sp.,10.14,73.53,2013-10-12
Diaphus nielseni,-9.85,58.6,2015-10-06
Diaphus adenomus,-9.85,58.6,2015-10-06
Scopelengys tristis,-9.85,58.6,2015-10-06
Neoscopelus microchir,11.28,92.38,2015-10-04
Diretmoides veriginae,11.4,92.318,2016-04-04
Owstonia kamoharai,13.12,93.19,2016-04-11
Woodsia nonsuchae,7.76,70.88,2015-09-09
Woodsia nonsuchae,8.09,71.88,2015-09-08
Woodsia nonsuchae,-7.75,59.18,2015-10-07
Bembradium magnoculum,9.66,92.73,2016-04-06
Photonectes,13.26,93.26,2017-11-26
Photonectes,11.15,92.39,2011-11-22
Photonectes,12.82,93.21,2010-09-17
Desmodema polystictum,13.26,93.26,2017-11-26
Chaunax penicillatus,6.1,93.1,2010-09-24
Chaunax penicillatus,6.842777778,93.05305556,2011-12-10
Borostomias elucens,-5.44,65.96,2015-09-16
Borostomias elucens,-3.88,66.46,2015-09-15
Borostomias elucens,-7.75,59.18,2015-10-07
Heterophotus ophistoma,0.79,67.98,2015-09-13
Melanostomias valdiviae,0.79,67.98,2015-09-13
Melanostomias valdiviae,8.67,75.97,2013-10-06
Melanostomias valdiviae,11.0,72.03,2013-10-10
Melanostomias valdiviae,8.03,76.35,2013-10-07
Melanostomias melanops,-5.44,65.96,2015-09-16
Echiostoma barbatum,-5.44,65.96,2015-09-16
Neonesthes capensis,0.79,67.98,2015-09-13
Margrethia obtusirostra,-7.75,59.18,2015-10-07
Margrethia obtusirostra,-1.69,63.66,2015-10-10
Photonectes margarita,-2.39,60.1,2015-10-09
Photonectes margarita,-15.4,56.76,2015-10-04
Idiacanthus fasciola,-4.51,60.78,2015-10-08
Idiacanthus fasciola,8.67,75.97,2013-10-06
Diplophos taenia,5.13,69.05,2015-09-12
Diplophos taenia,-2.39,60.1,2015-10-09
Diplophos taenia,7.76,70.87,2015-09-09
Diplophos taenia,-15.4,56.76,2015-10-04
Manducus greyae,5.13,69.05,2015-09-12
Aristostomias xenostoma,-4.51,60.78,2015-10-08
Aristostomias xenostoma,-3.88,66.46,2015-09-15
Aristostomias polydactylus,5.13,69.05,2015-09-12
Aristostomias polydactylus,5.52,70.81,2015-10-12
Aristostomias polydactylus,-14.4,57.25,2015-10-05
Pachystomias microdon,0.79,67.98,2015-09-13
Photostomias atrox,5.13,69.05,2015-09-12
Photostomias atrox,6.95,72.02,2015-10-13
Photostomias atrox,-4.51,60.78,2015-10-08
Photostomias atrox,-9.88,58.61,2015-10-06
Vinciguerria nimbaria,5.13,69.05,2015-09-12
Vinciguerria nimbaria,-9.88,58.61,2015-10-06
Vinciguerria nimbaria,-7.75,59.18,2015-10-07
Vinciguerria nimbaria,8.34,72.91,2015-09-08
Vinciguerria nimbaria,8.08,73.35,2015-10-14
Vinciguerria nimbaria,11.2,72.98,2013-10-11
Vinciguerria nimbaria,9.1,75.82,2013-10-08
Photonectes paxtoni,11.2,72.98,2013-10-11
Photonectes paxtoni,8.08,76.4,2013-10-07
Ichthyococcus parini,5.13,69.05,2015-09-12
Ichthyococcus parini,11.0,72.03,2013-10-10
Ichthyococcus parini,9.01,73.06,2015-09-07
Argyropelecus gigas,3.88,66.46,2015-09-15
Argyropelecus gigas,-7.75,59.18,2015-10-07
Argyropelecus affinis,0.79,67.98,2015-09-13
Argyropelecus affinis,9.01,73.06,2015-09-07
Argyropelecus affinis,8.66,74.16,2015-10-15
Argyropelecus affinis,-14.4,57.27,2015-10-05
Argyropelecus affinis,7.76,70.87,2015-09-09
Argyropelecus affinis,12.9,73.77,2013-10-14
Argyropelecus affinis,11.2,72.98,2013-10-11
Argyropelecus affinis,10.6,73.2,2013-10-12
Argyropelecus affinis,11.3,73.53,2012-10-13
Argyropelecus aculeatus,-14.4,57.27,2015-10-05
Argyropelecus aculeatus,-15.4,56.76,2015-10-04
Argyropelecus sladeni,-14.4,57.27,2015-10-05
Argyropelecus sladeni,-2.52,67.57,2015-09-14
Argyropelecus sladeni,8.66,74.16,2015-10-15
Argyropelecus sladeni,-7.75,59.18,2015-10-07
Argyropelecus sladeni,-15.4,56.76,2015-10-04
Sternoptyx obscura,-3.88,66.46,2015-09-15
Sternoptyx obscura,-5.44,65.96,2015-09-16
Sternoptyx obscura,5.13,69.05,2015-09-12
Sternoptyx obscura,-2.52,67.57,2015-09-14
Sternoptyx obscura,6.39,70.04,2015-09-11
Sternoptyx obscura,0.79,67.98,2015-09-13
Sternoptyx obscura,11.7,73.72,2013-10-13
