scientific_name,latitude,longitude,timestamp
Ethusina gracilipes,19.95,87.01,2019-11-16
Portunus sanguinolentus,22.49,68.19,2018-02-22
Portunus sanguinolentus,8.5,76.85,2009-05-31
Monomia,8.5,76.85,2009-05-31
Charybdis (Charybdis) beauforti,9.38,75.92,2019-03-04
Charybdis (Charybdis) miles,22.49,68.19,2018-02-22
Charybdis (Charybdis) natator,22.49,68.19,2018-02-22
Charybdis (Archias) hoplites,17.62,72.01,2018-01-15
Charybdis (Archias) hoplites,22.49,68.19,2018-02-22
Charybdis (Archias) hoplites,20.3,69.39,2018-02-24
Charybdis (Archias) smithii,10.59,80.2,2009-05-05
Charybdis (Archias) smithii,7.48,77.51,2009-05-30
Charybdis (Archias) smithii,8.98,75.44,2009-08-14
Charybdis (Archias) smithii,11.14,75.38,2010-08-10
Charybdis (Archias) smithii,6.64,93.68,2010-09-24
Charybdis (Archias) smithii,11.33,74.9,2013-08-27
Charybdis (Archias) smithii,8.23,76.28,2019-07-07
Charybdis (Archias) smithii,7.29,77.5,2019-12-04
Charybdis (Archias) smithii,8.28,76.56,2019-12-05
Crocydocinus saravananei,8.46,76.41,2009-06-01
Sphaerodromia kendalli,13.22,80.51,2010-08-29
Sphaerodromia nux,11.93,92.28,2016-04-12
Intesius brevipes,11.35,92.39,2015-01-11
Tunepugettia corbariae,12.83,93.21,2010-09-17
Cyrtomaia suhmii,6.64,93.68,2010-09-24
Sphenomerides trapezioides,6.64,93.68,2010-09-24
Chaceon alcocki,9.25,76.17,2013-12-13
Charybdis (Archias) smithii,9.98,75.59,2010-08-08
Urashima lamellidentatus,10.17,75.66,2020-02-21
Carcinoplax fasciata,10.17,75.66,2020-02-21
Tokoyo eburnea,13.02,74.02,2018-11-25
Charybdis (Archias) smithii,9.74,75.62,2018-04-12
Kasagia sudhakari,7.42,77.52,2019-12-04
Jonas,7.42,77.52,2019-12-04
Homolax megalops,10.07,75.62,2010-10-14
Lysirude channeri,10.07,75.62,2010-10-14
Myra brevimana,6.96,93.6,2019-08-17
Myrine kesslerii,6.96,93.6,2019-08-17
Urnalana pulchella,6.96,93.6,2019-08-17
Liomera monticulosa,8.37,93.57,2019-08-13
Hypocolpus,6.65,93.83,2019-08-16
Pseudolambrus confragosus,6.65,93.83,2019-08-16
Pseudolambrus calappoides,6.65,93.83,2019-08-16
Monomia,22.49,68.19,2018-02-22
Calappa guerini,22.49,68.19,2018-02-22
Xiphonectes pulchricristatus,22.49,68.19,2018-02-22
Myra,22.49,68.19,2018-02-22
Tokoyo eburnea,15.68,72.95,2018-02-27
Charybdis (Archias) hoplites,15.68,72.95,2018-02-27
Monomia,15.68,72.95,2018-02-27
Homolax megalops,12.47,74.15,2013-08-24
Homolax megalops,11.15,92.33,2010-09-19
Homolax megalops,12.1,74.32,2013-08-26
Pleistacantha pungens,10.9,93.07,2010-09-15
Pleistacantha pungens,12.81,93.08,2010-09-17
Platymaia alcocki,12.81,93.08,2010-09-17
Calappa exanthematosa,11.18,74.98,2010-08-11
Calappa exanthematosa,9.98,75.59,2010-08-08
Lauridromia dehaani,9.7,76.01,2010-08-09
Homolodromia rajeevani,14.26,73.26,2010-10-15
Charybdis (Archias) omanensis septentrionalis,9.99,75.6,2011-08-10
Paromolopsis boasi,14.26,73.26,2010-10-15
Ethusina gracilipes,14.26,73.26,2010-10-15
Homolax megalops,17.05,83.3,2010-09-02
Singhaplax,8.44,93.59,2019-08-13
Parilia alcocki,13.2,80.58,2020-03-08
Parilia alcocki,13.47,80.54,2020-03-08
Encephaloides armstrongi,13.2,80.58,2020-03-08
Carcinoplax indica,12.1,74.32,2013-08-26
Retropluma notopus,10.57,80.43,2019-11-06
Eupasiphae latirostris,11.38,92.78,2015-01-16
Pasiphaea alcocki,8.39,93.34,2015-01-29
Acanthephyra carinata,8.48,93.43,2016-04-05
Acanthephyra carinata,6.84,93.05,2011-12-10
Acanthephyra eximia,11.36,92.8,2015-01-16
Acanthephyra eximia,11.38,92.78,2015-01-16
Acanthephyra fimbriata,11.16,92.39,2011-11-22
Acanthephyra fimbriata,11.36,92.8,2015-01-16
Acanthephyra fimbriata,10.73,80.64,2011-11-07
Acanthephyra fimbriata,6.83,93.76,2015-02-01
Acanthephyra fimbriata,7.5,93.42,2015-02-02
Acanthephyra carinata,8.52,93.02,2011-12-14
Acanthephyra fimbriata,7.52,93.4,2010-09-24
Acanthephyra fimbriata,6.84,93.05,2011-12-10
Acanthephyra eximia,8.52,93.02,2011-12-14
Oplophorus gracilirostris,11.58,93.19,2015-01-19
Oplophorus gracilirostris,10.8,92.74,2015-01-25
Oplophorus gracilirostris,12.81,93.08,2010-09-17
Acanthephyra fimbriata,8.52,93.02,2011-12-14
Nematocarcinus bituberculatus,11.35,92.39,2015-01-11
Nematocarcinus bituberculatus,7.5,93.42,2015-02-02
Nematocarcinus,11.19,92.34,2016-04-14
Heterocarpus sibogae,7.75,93.21,2011-12-13
Psalidopus huxleyi,13.27,93.26,2017-11-26
Chlorotocus crassicornis,11.21,92.36,2015-01-15
Heterocarpus chani,11.8,92.33,2015-01-14
Heterocarpus chani,11.21,92.36,2015-01-15
Heterocarpus chani,11.35,92.39,2015-01-11
Heterocarpus chani,9.98,75.59,2010-08-08
Heterocarpus chani,10.86,92.19,2015-01-26
Heterocarpus chani,9.65,92.65,2015-01-27
Heterocarpus chani,8.39,93.34,2015-01-29
Heterocarpus chani,6.83,93.76,2015-02-01
Heterocarpus chani,12.48,92.39,2016-04-04
Heterocarpus chani,8.48,93.43,2016-04-05
Heterocarpus chani,12.53,93.15,2016-04-10
Heterocarpus chani,12.74,93.11,2016-04-10
Heterocarpus chani,13.24,93.17,2016-04-11
Heterocarpus chani,12.14,93.19,2016-04-11
Heterocarpus chani,11.19,92.34,2016-04-14
Heterocarpus chani,12.49,93.18,2017-11-25
Heterocarpus sibogae,6.83,93.76,2015-02-01
Heterocarpus sibogae,9.6,92.73,2016-04-06
Psalidopus huxleyi,14.37,73.03,2018-04-09
Heterocarpus woodmasoni,12.53,93.15,2016-04-10
Heterocarpus chani,7.52,93.4,2010-09-24
Heterocarpus chani,6.84,93.05,2011-12-10
Plesionika semilaevis,7.5,93.42,2015-02-02
Eupasiphae gilesii,14.37,73.03,2018-04-09
Plesionika orientalis,7.75,93.21,2011-12-13
Plesionika orientalis,12.48,92.39,2016-04-04
Parapontocaris andamanensis,11.35,92.39,2015-01-11
Plesionika quasigrandis,11.8,92.33,2015-01-14
Plesionika quasigrandis,13.22,93.18,2011-11-27
Plesionika quasigrandis,12.53,93.15,2016-04-10
Plesionika quasigrandis,13.24,93.17,2016-04-11
Plesionika quasigrandis,9.98,75.59,2010-08-08
Heterocarpus chani,6.64,93.68,2010-09-24
Glyphocrangon smithii,9.65,92.65,2015-01-27
Glyphocrangon smithii,13.27,93.26,2017-11-26
Heterocarpus chani,13.22,93.18,2011-11-27
Heterocarpus chani,7.75,93.21,2011-12-13
Heterocarpus sibogae,6.64,93.68,2010-09-24
Heterocarpus chani,8.52,93.02,2011-12-14
Oplophorus gracilirostris,14.37,73.03,2018-04-09
Nematocarcinus,14.37,73.03,2018-04-09
Heterocarpus dorsalis,14.37,73.03,2018-04-09
Heterocarpus chani,11.16,92.39,2011-11-22
Plesionika,12.81,93.08,2010-09-17
Plesionika,7.53,93.65,2011-12-11
Psalidopus huxleyi,14.39,73.03,2018-02-28
Chlorotocoides spinicauda,10.72,92.71,2019-10-08
Pontocaris propensalata,9.96,75.59,2017-01-26
Pontocaris affinis affinis,13.02,74.02,2018-11-25
Parapontocaris aspera,9.27,92.67,2017-11-01
Parapontocaris andamanensis,13.03,92.17,2015-01-18
Parapontocaris bengalensis,11.03,80.26,2015-05-12
Glyphocrangon investigatoris,11.95,80.15,2019-11-29
Alpheus sp.,13.13,72.03,2017-02-04
Synalpheus neomeris,10.72,92.71,2019-10-08
Synalpheus trispinosus,6.8,93.69,2019-08-18
Synalpheus coutierei,8.01,93.28,2009-01-24
Procletes levicarina,15.47,73.07,2015-05-22
Spirula spirula,5.13,69.05,2015-09-11
Liocranchia reinhardtii,5.13,69.05,2015-09-11
Onychoteuthis banksii,5.13,69.05,2015-09-11
Sthenoteuthis oualaniensis,21.76,66.49,2016-01-25
Chiroteuthis picteti,21.76,66.49,2016-01-25
Abraliopsis (Micrabralia) lineata,21.76,66.49,2016-01-25
Histioteuthis miranda,10.43,72.28,2013-10-12
Sthenoteuthis oualaniensis,15.9,65.5,2016-02-10
Liocranchia reinhardtii,8.3,72.02,2015-09-08
Histioteuthis miranda,8.3,72.03,2015-09-09
Abralia (Heterabralia) andamanica,6.638333333,93.68466667,2010-09-24
Sthenoteuthis oualaniensis,-7.75,59.18,2015-10-08
Uroteuthis (Photololigo) duvaucelii,8.979166667,76.10194444,2015-04-11
Sthenoteuthis oualaniensis,-2.39,60.1,2015-10-12
Bathyteuthis bacidifera,-2.39,60.1,2015-10-12
Sepiella inermis,6.842777778,93.05305556,2011-10-12
Cistopus indicus,18.80635,85.3568,2011-10-29
Japetella diaphana,9.8,75.5,2015-08-01
Histioteuthis reversa,11.14866667,92.3275,2010-09-19
Sepia aculeata,6.638333333,93.68466667,2010-09-24
Uroteuthis (Photololigo) singhalensis,9.310983333,76.15416667,2013-12-13
Ancistrocheirus lesueurii,5.13,69.05,2015-09-11
Euprymna hyllebergi,7.752777778,93.21027778,2011-12-13
Histioteuthis reversa,11.12083333,74.92861111,2014-01-08
Histioteuthis reversa,8.29,76.21,2013-07-14
Histioteuthis sp,7.752777778,93.21027778,2011-12-13
Vampyroteuthis sp.,10.91828333,80.35865,2011-11-08
Megalocranchia abyssicola,5.13,69.05,2015-09-11
Histioteuthis meleagroteuthis,5.13,69.05,2015-09-11
Octopoteuthis sp.,7.752777778,93.21027778,2011-12-13
Ornithoteuthis volatilis,15.9,65.5,2016-02-10
Sepia pharaonis,19.47694444,85.60611111,2006-07-20
Histioteuthis reversa,7.486944444,93.41416667,2016-04-04
Cistopus sp.,9.310983333,76.15416667,2013-12-13
Ornithoteuthis volatilis,6.4,70.07,2015-09-10
Sepia pharaonis,9.310983333,76.15416667,2013-12-13
Uroteuthis (Photololigo) edulis,9.310983333,76.15416667,2013-12-13
Histioteuthis reversa,6.638333333,93.68466667,2010-09-24
Cistopus sp.,10.91828333,80.35865,2011-11-08
Cistopus sp.,11.91313333,80.14531667,2011-11-05
Liocranchia reinhardtii,11.14866667,92.3275,2010-09-19
Cistopus sp.,18.83051667,85.37693333,2011-10-30
Abralia (Heterabralia) andamanica,10.97,67.49,2016-01-21
Ancistrocheirus lesueurii,21.76,66.49,2016-01-25
Abralia (Heterabralia) andamanica,21.76,66.49,2016-01-25
Cistopus sp.,10.0,75.6,2011-08-10
Abralia (Heterabralia) andamanica,6.4,70.07,2015-09-10
Cistopus sp.,12.4695,74.152367,2013-08-24
Onychoteuthis banksii,6.4,70.07,2015-09-10
Ancistrocheirus lesueurii,18.83051667,85.37693333,2011-10-30
Histioteuthis sp.,6.4,70.07,2015-09-10
Onychoteuthis banksii,15.9,65.5,2016-02-10
Sthenoteuthis oualaniensis,6.4,70.07,2015-09-10
Chtenopteryx sicula,6.4,70.07,2015-09-10
Ancistrocheirus lesueurii,6.4,70.07,2015-09-10
Abralia (Heterabralia) andamanica,15.9,65.5,2016-02-10
Octopus sp.,10.9,67.5,2016-02-16
Octopus sp.,12.103683,74.319083,2013-08-26
Octopus sp.,6.67,93.65,2015-02-01
Sepia aculeata,6.67,93.65,2015-02-01
Sepiella inermis,6.638333333,93.68466667,2010-09-24
Ancistrocheirus lesueurii,10.9,80.3,2011-11-06
Octopus sp.,10.9,80.3,2011-11-06
Octopus sp.,10.0,75.6,2011-08-10
Sthenoteuthis oualaniensis,9.310983333,76.15416667,2013-12-13
Aristeus,11.15,92.33,2010-09-19
Aristaeopsis edwardsiana,8.39,93.34,2015-01-29
Aristaeopsis edwardsiana,8.48,93.43,2016-04-05
Solenocera hextii,9.98,75.59,2010-08-08
Aristeus alcocki,11.8,92.33,2015-01-14
Solenocera annectens,13.03,92.17,2015-01-18
Aristaeopsis edwardsiana,9.9,75.53,2010-08-08
Haliporus taprobanensis,9.9,75.53,2010-08-08
Aristaeopsis edwardsiana,10.68,92.31,2010-09-20
Aristaeopsis edwardsiana,8.52,93.02,2011-12-14
Aristeus alcocki,11.91,80.14,2011-11-09
Aristeus,8.39,93.34,2015-01-29
Metapenaeopsis coniger,9.74,75.62,2018-04-12
Metapenaeopsis aegyptia,6.8,93.69,2019-08-18
Parapenaeus fissurus,15.47,73.07,2015-05-22
Aristeus,12.48,92.39,2016-04-04
Metapenaeopsis barbata,10.79,80.11,2019-11-30
Aristeus,8.48,93.43,2016-04-05
Aristeus,7.75,93.21,2011-12-13
Solenocera,12.53,93.15,2016-04-10
Sergia laminata,11.38,92.78,2015-01-16
Metapenaeopsis stridulans,22.49,68.19,2018-02-22
Aristeus virilis,7.75,93.21,2011-12-13
Metapenaeopsis coniger,7.29,77.8,2019-12-03
Aristeus alcocki,11.19,92.34,2016-04-14
Solenocera hextii,20.3,69.39,2018-02-24
Aristeus alcocki,10.73,80.64,2011-11-07
Aristeus,11.16,92.39,2011-11-22
Solenocera hextii,13.22,93.18,2011-11-27
Metapenaeopsis hilarula,6.65,93.83,2019-08-16
Parapenaeus investigatoris,7.29,77.8,2019-12-03
Aristaeopsis edwardsiana,14.39,73.03,2018-02-28
Aristeus virilis,13.03,92.17,2015-01-18
Penaeopsis,13.22,93.18,2011-11-27
Solenocera,12.81,93.08,2010-09-17
Aristeus virilis,8.39,93.34,2015-01-29
Aristaeopsis edwardsiana,8.29,76.21,2013-07-14
Solenocera hextii,10.7,80.27,2020-03-06
Penaeus semisulcatus,22.49,68.19,2018-02-22
Metapenaeopsis gallensis,6.8,93.69,2019-08-18
Aristeus alcocki,11.95,80.15,2019-11-29
Metapenaeus monoceros,22.49,68.19,2018-02-22
Metapenaeopsis difficilis,10.71,93.22,2015-01-25
Aristeus,7.52,93.4,2010-09-24
Aristeus alcocki,15.76,72.63,2019-01-01
Trachysalambria aspera,8.55,78.33,2020-02-12
Parapenaeus investigatoris,10.86,92.19,2015-01-26
Aristaeopsis edwardsiana,14.37,73.03,2018-04-09
Penaeopsis rectacuta,11.8,92.33,2015-01-14
Pseudaristeus crassipes,14.37,73.03,2018-04-09
Hymenopenaeus equalis,14.37,73.03,2018-04-09
Sicyonia vitulans,6.65,93.83,2019-08-16
Penaeopsis rectacuta,11.21,92.36,2015-01-15
Penaeopsis rectacuta,11.36,92.8,2015-01-16
Penaeopsis rectacuta,13.03,92.17,2015-01-18
Penaeopsis rectacuta,8.48,93.43,2016-04-05
Penaeopsis rectacuta,12.53,93.15,2016-04-10
Sicyonia parajaponica,8.55,78.33,2020-02-12
Benthesicymus investigatoris,7.5,93.42,2015-02-02
Haliporus taprobanensis,13.27,93.26,2017-11-26
Ophiodaphne scripta,8.43,76.8,2010-11-20
Ophiomyces delata,11.25,92.45,2011-11-22
Astropecten polyacanthus,8.5,76.8,2011-09-06
Astropecten vappa,10.0,75.83,2014-12-13
Astropecten hemprichi,7.23,77.51,2009-08-18
Luidia hardwicki,7.81,77.49,2010-05-16
Luidia denudata,7.8,77.51,2013-09-08
Leptopentacta imbricata,8.5,76.8,2011-08-31
Johannaster superbus,7.79,76.46,2013-07-15
Ceramaster cuenoti,8.29,76.21,2012-10-19
Nymphaster moebii,7.79,76.46,2013-07-15
Heteronardoa carinata,9.94,75.85,2011-08-26
Goniodiscaster forficulatus,7.44,76.91,2013-12-08
Cnemidaster zea,8.29,76.21,2013-07-14
Zoroaster alfredi,7.79,76.46,2013-07-15
Zoroaster angulatus,9.9,75.52,2010-08-08
Brisinga insularum,7.79,76.46,2013-07-15
Amphioplus (Lymanella) depressus,9.97,75.83,2013-07-30
Amphipholis misera,8.5,76.8,2011-09-04
Amphiura (Amphiura) ambigua,7.47,77.52,2010-05-16
Amphiura (Amphiura) duncani,11.32,75.32,2012-02-22
Amphiura (Ophiopeltis) tenuis,8.06,77.5,2010-05-16
Amphiura (Fellaria) heptacantha,8.04,77.5,2010-05-16
Ophiosphaera insignis,7.99,77.18,2010-11-15
Ophiomoeris tenera,8.42,75.92,2013-12-11
Ophiochiton ambulator,8.42,75.92,2013-12-11
Ophiacantha dallasii,14.16,80.36,2009-05-13
Bathypectinura heros,9.9,75.52,2010-08-08
Ophiarachnella infernalis,8.25,76.95,2013-09-07
Ophioconis cupida,7.99,77.18,2010-11-15
Ophiocnemis marmorata,7.99,77.18,2010-11-15
Ophiopteron elegans,9.24,76.2,2013-12-13
Ophiothrix (Ophiothrix) aristulata,7.19,77.5,2015-05-30
Goniodiscaster forficulatus,8.48,76.48,2010-05-15
Ophiothrix (Acanthophiothrix) proteus,8.44,76.79,2011-08-30
Stereocidaris alcocki,8.53,76.0,2013-12-12
Histocidaris denticulata,8.53,76.0,2013-12-12
Paratrema doederleini,8.48,76.48,2010-05-15
Salmacis bicolor,8.51,76.84,2014-10-24
Echinolampas alexandri,8.51,76.73,2014-10-24
Stolus buccalis,8.5,76.8,2011-09-05
Thyone dura,8.5,76.8,2011-09-04
Molpadia musculus,8.42,75.92,2013-12-11
Benthodytes typica,7.79,76.46,2013-07-15
Luidia hardwicki,8.45,76.9,2011-08-30
Cenometra bella,7.81,77.49,2010-05-16
Himerometra robustipinna,7.99,77.61,2009-08-18
Teliocrinus springeri,11.01,80.3,2010-08-26
Echinoneus cyclostomus,7.81,77.49,2010-05-16
Dougaloplus echinatus,8.52,76.75,2013-07-16
Ophiacantha dallasii,8.14,77.16,2013-12-09
Ophiothrix (Ophiothrix) foveolata,8.14,77.16,2013-12-09
Amphiura (Amphiura) constricta,8.42,76.54,2011-08-30
Saracrinus angulatus,8.39,93.34,2015-01-29
Lovenia elongata,13.88,73.83,2013-08-15
Nacospatangus altus,7.79,77.5,2009-05-30
Stellaster childreni,8.03,77.0,2013-12-09
Luidia hardwicki,10.41,75.67,2013-07-08
Antedon parviflora,7.81,77.49,2010-05-16
Stellaster childreni,8.51,76.73,2014-10-24
Goniodiscaster forficulatus,8.51,76.73,2014-10-24
Clypeaster fervens,12.32,80.3,2010-05-25
Metrodira subulata,15.25,80.36,2010-05-26
Luidia maculata,11.77,79.92,2010-05-22
Amphioplus (Lymanella) depressus,7.81,77.49,2010-05-16
Clypeaster reticulatus,12.32,80.3,2010-05-25
Stolus buccalis,14.1,80.33,2010-05-25
Ophiuroglypha kinbergi,11.59,79.87,2010-05-22
Thyone dura,11.39,74.87,2014-10-09
Leptopentacta imbricata,9.97,75.83,2013-07-20
Astropecten polyacanthus,8.25,76.95,2013-09-07
Ceramaster cuenoti,8.41,75.88,2013-07-17
Ophiothrix (Acanthophiothrix) purpurea,8.04,77.5,2010-05-16
Ophiothrix (Ophiothrix) savignyi,8.04,77.5,2010-05-16
Sidonaster vaneyi,8.01,76.43,2013-12-10
Luidia hardwicki,15.25,80.36,2010-05-26
Ophioconis cupida,8.14,77.16,2013-12-09
Astropecten monacanthus,14.1,80.33,2010-05-25
Lovenia elongata,14.75,73.97,2013-08-18
Stereocidaris alcocki,8.25,76.95,2013-09-07
Ophiocreas sibogae,8.39,93.34,2015-01-29
Histocidaris denticulata,8.39,93.34,2015-01-29
Valvaster striatus,11.02323333,93.50011667,2017-11-18
Neoferdina offreti,11.02323333,93.50011667,2017-11-18
Phanogenia distincta,8.6544,93.12775,2017-11-15
Stephanometra indica,8.6544,93.12775,2017-11-15
Comanthus wahlbergii,8.6544,93.12775,2017-11-15
Eudiocrinus ornatus,8.6544,93.12775,2017-11-15
Comatella stelligera,9.30285,92.78748333,2017-11-16
Comanthus parvicirrus,9.30285,92.78748333,2017-11-16
Ophiotreta stimulea,15.55278333,72.6866,2018-01-17
Histampica duplicata,15.55278333,72.6866,2018-01-17
Ophiura (Dictenophiura) stellata,9.284316667,92.69623333,2017-11-17
Ophioleuce seminudum,13.31975,93.262,2017-11-26
Ophiernus adspersus adspersus,13.31975,93.262,2017-11-26
Ophiomoeris tenera,13.31975,93.262,2017-11-26
Ophiothrix (Ophiothrix) aristulata,13.31975,93.262,2017-11-26
Ophiopristis vestita,13.31975,93.262,2017-11-26
Ophiopteron elegans,9.30285,92.78748333,2017-11-16
Ophiacantha dallasii,9.30285,92.78748333,2017-11-16
Ophiacantha indica,9.30285,92.78748333,2017-11-16
Ophiomyxa australis,9.30285,92.78748333,2017-11-16
Ophiogymna elegans,9.30285,92.78748333,2017-11-16
Ophiothrix (Acanthophiothrix) purpurea,9.30285,92.78748333,2017-11-16
Ophiarachnella gorgonia,9.30285,92.78748333,2017-11-16
Ophionereis dubia dubia,9.334733333,92.74526667,2017-11-17
Bathypectinura heros,8.055166667,76.17883333,2017-10-25
Amphioplus (Unioplus) caulleryi,8.055166667,76.17883333,2017-10-25
Ophiarachnella gorgonia,9.022783333,92.7229,2017-11-16
Ophionereis dubia dubia,9.284283333,92.70066667,2011-12-06
Ophiothrix (Acanthophiothrix) proteus,10.6761,92.6811,2011-12-04
Ophiuroglypha kinbergi,10.58963333,80.19603333,2009-05-05
Amphioplus (Lymanella) andreae,11.7811,92.48431667,2011-11-23
Ophiozonella bispinosa,10.66858333,92.30031667,2011-11-21
Macrophiothrix propinqua,7.9973,93.63821667,2011-12-08
Ophiocentrus verticillatus,7.13165,93.53333333,2011-12-11
Ophiocentrus dilatata,9.284283333,92.70066667,2011-12-06
Macrophiothrix nereidina,9.284283333,92.70066667,2011-12-06
Ophiacantha dallasii,7.9973,93.63821667,2011-12-08
Ophiopsila pantherina,10.66858333,92.30031667,2011-11-21
Amphioplus (Amphioplus) personatus,11.23333333,92.43581667,2011-11-22
Amphipholis misera,7.044066667,93.94455,2011-12-09
Amphiodia frigida,15.72271667,72.66468333,2018-02-27
Bathypectinura heros,14.48373333,73.03798333,2018-02-28
Ophiomoeris tenera,14.48373333,73.03798333,2018-02-28
Ypsilothuria bitentaculata,9.4827,75.7062,2018-03-03
Asteronyx loveni,14.48373333,73.03798333,2018-02-28
Histampica duplicata,14.48373333,73.03798333,2018-02-28
Thalassometra,14.48373333,73.03798333,2018-02-28
Teliocrinus springeri,14.48373333,73.03798333,2018-02-28
Brissopsis oldhami,8.055166667,76.17883333,2017-10-25
Ophiochiton ambulator,8.32235,76.1752,2017-10-24
Sidonaster vaneyi,8.32235,76.1752,2017-10-24
Ophioplinthus inflata,8.281933333,76.51851667,2017-10-26
Zoroaster planus,8.358666667,76.23501667,2017-10-26
Astropecten polyacanthus,8.285566667,76.88213333,2017-10-27
Clypeaster fervens,8.285566667,76.88213333,2017-10-27
Maretia planulata,8.285566667,76.88213333,2017-10-27
Stellaster childreni,8.260883333,76.93693333,2017-10-27
Luidia hardwicki,8.260883333,76.93693333,2017-10-27
Salmacis bicolor,8.489183333,76.83491667,2017-10-28
Sculpsitechinus auritus,8.489183333,76.83491667,2017-10-28
Ophiosphalma familiare,14.46651667,73.02545,2018-04-09
Astroboa nuda,8.6544,93.12775,2017-11-15
Maretia planulata,8.489183333,76.83491667,2017-10-28
Gomophia egyptiaca,11.02323333,93.50011667,2017-11-18
Ophionereis porrecta,8.4397,93.5922,2019-08-13
Ophiopsammus yoldii,8.3651,93.5728,2019-08-13
Ophionereis porrecta,8.3651,93.5728,2019-08-13
Ophiocentrus dilatata,6.6473,93.8283,2019-08-16
Ophiogymna pellicula,6.7985,93.6922,2019-08-18
Ophiomaza cacaotica,6.6473,93.8283,2019-08-16
Teliocrinus springeri,14.46651667,73.02545,2018-04-09
Amphiura (Amphiura) dejectoides,10.51795833,80.25,2019-11-06
Ophialcaea tuberculosa,13.31975,93.262,2017-11-26
Astrothorax waitei,14.46651667,73.02545,2018-04-09
Ophiozonella,11.78586667,92.32592,2011-11-23
Schizaster gibberulus,14.74533333,80.21963,2019-11-10
Ophiopristis vestita,7.7114,93.3273,2011-12-13
Astroceramus fisheri,8.53,76.0,2013-12-12
Clypeaster fervens,8.32235,76.1752,2017-10-24
Saracrinus angulatus,8.40435,93.33438333,2016-04-05
Stereocidaris alcocki,6.670266667,93.65018333,2015-02-01
Ceramaster cuenoti,8.53,76.0,2013-12-12
Ophiopristis vestita,12.92466667,73.522,2019-09-30
Amphipholis misera,12.92466667,73.522,2019-09-30
Amphioplus dispar,10.65313,80.51911,2019-11-06
Ophiopristis vestita,17.10870667,83.29746167,2019-11-13
Ophiuroglypha kinbergi,8.500403333,76.424595,2020-02-15
Luidia hardwicki,8.500403333,76.424595,2020-02-15
Ophiacantha dallasii,8.500403333,76.424595,2020-02-15
Ophiuroglypha kinbergi,8.561276667,78.32686167,2020-02-12
Ophiacantha indica,8.561276667,78.32686167,2020-02-12
Ophiopsila pantherina,8.561276667,78.32686167,2020-02-12
Ophionereis dubia dubia,8.561276667,78.32686167,2020-02-12
Ophiarachnella gorgonia,8.561276667,78.32686167,2020-02-12
Ophiocentrus dilatata,8.561276667,78.32686167,2020-02-12
Ophiactis savignyi,8.561276667,78.32686167,2020-02-12
Phyllacanthus forcipulatus,7.013046667,77.31760833,2020-02-14
Ophiuroglypha kinbergi,8.31456,76.91399333,2020-02-15
Ophiuroglypha kinbergi,8.17604,76.71186,2020-02-15
Ophiuroglypha kinbergi,7.655415,77.653595,2020-02-14
Ophiacantha dallasii,7.655415,77.653595,2020-02-14
Amphioplus (Lymanella) depressus,7.655415,77.653595,2020-02-14
Ophiuroglypha kinbergi,7.966646667,77.65229667,2020-02-14
Ophiodaphne scripta,7.966646667,77.65229667,2020-02-14
Ophiothela mirabilis,7.966646667,77.65229667,2020-02-14
Ophiomastix elegans,8.533493333,78.38272833,2020-02-12
Brissopsis luzonica,8.533493333,78.38272833,2020-02-12
Ophiuroglypha kinbergi,6.96,93.6,2019-08-17
Dictenophiura stellata,6.96,93.6,2019-08-17
Ophiacantha dallasii,11.57,92.81,2019-08-09
Ophiopsammus yoldii,6.8,93.69,2019-08-18
Ophiothrix (Acanthophiothrix) purpurea,10.73,92.25,2019-08-11
Amphiura (Amphiura) duncani,8.37,93.57,2019-08-13
Amphipholis misera,12.831,93.058,2019-07-26
Amphioplus dispar,12.831,93.058,2019-07-26
Ophioplax custos,12.831,93.058,2019-07-26
Ophiozonella bispinosa,12.831,93.058,2019-07-26
Ophiacantha dallasii,12.831,93.058,2019-07-26
Ophiolipus granulatus,12.831,93.058,2019-07-26
Ophiothrix (Acanthophiothrix) purpurea,6.8,93.69,2019-08-18
Ophiothrix (Acanthophiothrix) purpurea,8.12,93.64,2019-08-13
Ophioplax custos,8.336833333,73.09016667,2014-10-16
Craspedometra acuticirra,8.12,93.64,2019-08-13
Stephanometra indica,8.3652,93.5728,2019-08-13
Stephanometra indica,10.72,92.71,2018-08-10
Comanthus parvicirrus,6.6473,93.8283,2019-08-16
Zygometra comata,6.6473,93.8283,2019-08-16
Colobometra discolor,6.6473,93.8283,2019-08-16
Comatula (Comatula) pectinata,6.6473,93.8283,2019-08-16
Glyptometra crassa,10.72,92.71,2018-08-10
Asthenosoma varium,10.72,92.71,2018-08-10
Maretia planulata,8.12,93.64,2019-08-13
Maretia planulata,7.13,93.58,2019-08-17
Luidia maculata,6.8,93.69,2019-08-18
Maretia planulata,8.3652,93.5728,2019-08-13
Pericosmus macronesius,8.3652,93.5728,2019-08-13
Salmacis bicolor,8.3652,93.5728,2019-08-13
Chaetodiadema granulatum,10.73,92.25,2019-08-11
Prionocidaris baculosa,8.4397,93.5922,2019-08-13
Ceramaster cuenoti,8.42,75.92,2013-12-11
Astropecten polyacanthus,6.6473,93.8283,2019-08-16
Mithrodia clavigera,6.6473,93.8283,2019-08-16
Astropecten andersoni,7.13,93.58,2019-08-17
Nardoa frianti,6.6473,93.8283,2019-08-16
Nardoa galathea,6.6473,93.8283,2019-08-16
